timestamp,open,high,low,close
2025-09-12 04:00:00,115553.48783920688,116309.13992205483,115115.76036697008,115233.24925180567
2025-09-12 08:00:00,115198.04689576304,115656.41297780727,115131.20467913685,115187.07717947867
2025-09-12 12:00:00,115143.92060273138,115255.40950537156,114914.4648676887,114944.79334030187
2025-09-12 16:00:00,114878.25081634721,115432.589608043,114838.42892043843,115157.3219542053
2025-09-12 20:00:00,115142.91591236314,116704.71486571954,115132.9201794657,116704.71486571954
2025-09-13 00:00:00,116480.98598785263,116483.29419999523,115853.98120204687,116160.14344594491
2025-09-13 04:00:00,116091.80704192116,116328.26582332171,115817.78761225035,115987.13156450837
2025-09-13 08:00:00,115934.03675108607,115934.03675108607,115727.12968861776,115830.7258312755
2025-09-13 12:00:00,115828.38046332698,116191.09835870896,115828.38046332698,116020.66710769299
2025-09-13 16:00:00,115971.50643620075,116077.23684172679,115738.76201749813,115784.10669515507
2025-09-13 20:00:00,115817.33285128043,115842.03526531016,115304.41560900136,115824.01058670244
2025-09-14 00:00:00,115837.62867738263,116028.41216096163,115837.62867738263,115970.58488443034
2025-09-14 04:00:00,115974.8873939637,116140.90135111091,115765.7337797523,115771.51295218767
2025-09-14 08:00:00,115708.98696921942,115977.41398349027,115571.19992191471,115800.96862956285
2025-09-14 12:00:00,115826.64071747819,116182.77434894103,115826.64071747819,115840.05237982178
2025-09-14 16:00:00,115882.85033622767,115885.37782127559,115284.82930346743,115284.82930346743
2025-09-14 20:00:00,115264.81046966574,115677.31557724366,115264.81046966574,115643.06074641776
2025-09-15 00:00:00,115673.89884462304,116107.57622410779,115263.88971602828,115373.55555886828
2025-09-15 04:00:00,115278.55251586219,115570.04698816894,114915.42745424241,115539.11846907591
2025-09-15 08:00:00,115501.30422359961,116689.42234667667,115454.35792417264,115792.1934414128
2025-09-15 12:00:00,115800.82261966472,115800.82261966472,114790.34785164992,115095.94931978517
2025-09-15 16:00:00,115033.54381311935,115055.36085557216,114508.81348108067,114798.22619184008
2025-09-15 20:00:00,114805.30648224983,115548.77095095153,114696.00606119882,115286.69311184065
2025-09-16 00:00:00,115314.09587210545,115550.62953322091,115241.06106128787,115397.25272727507
2025-09-16 04:00:00,115356.68489564986,115465.6237485268,115016.0432706277,115398.77427960283
2025-09-16 08:00:00,115402.33546198154,115994.51301149571,115090.0238247234,115795.78237594095
2025-09-16 12:00:00,115909.95804182388,115962.18613391965,115252.31916871811,115345.7791919205
2025-09-16 16:00:00,115310.90202969931,115517.28022800494,114866.25847651056,115517.28022800494
2025-09-16 20:00:00,115918.68063027995,116830.44762216261,115708.84853848083,116804.43867134044
2025-09-17 00:00:00,116812.56664541521,116970.37093990724,116652.07183235008,116762.8496864193
2025-09-17 04:00:00,116797.00205991931,116962.49877470176,116477.35052447996,116477.35052447996
2025-09-17 08:00:00,116423.14743464271,117292.34867060978,116208.2220527378,117225.48665434263
2025-09-17 12:00:00,117092.94134121855,117128.89602893054,116314.33232333155,116316.5411683668
2025-09-17 16:00:00,116279.78693685924,116494.18274511347,115569.6246175847,115855.43241505955
2025-09-17 20:00:00,115894.70808566171,116098.58397289427,114939.55129683827,115730.64344711407
2025-09-18 00:00:00,115721.45993062394,116969.14381375487,115437.71465115731,116455.94648225319
2025-09-18 04:00:00,116430.93170207892,117814.7551820722,116188.10176751361,117742.9800598527
2025-09-18 08:00:00,117700.00772738695,117708.66155822872,116954.91683380184,117100.80353259911
2025-09-18 12:00:00,117093.14338344573,117350.12449269067,117048.62800407132,117079.78574341847
2025-09-18 16:00:00,117085.66810721307,117829.70488945683,117043.38761708813,117622.40124009253
2025-09-18 20:00:00,117676.42476236634,117887.54701094383,117452.49288739264,117452.49288739264
2025-09-19 00:00:00,117479.65470626247,117686.77638690005,116774.29598692343,117145.49508952006
