timestamp,open,high,low,close,EMA_20,EMA_50,RSI_14
2025-09-15 20:00:00,114805.30648224984,115548.77095095153,114696.00606119882,115286.69311184064,115481.90169333272,115440.4026125555,40.2776704081468
2025-09-16 00:00:00,115314.09587210543,115550.62953322093,115241.06106128788,115397.25272727507,115473.83988704153,115438.71046019156,44.69871474123424
2025-09-16 04:00:00,115356.68489564986,115465.6237485268,115016.0432706277,115398.77427960285,115466.69078157116,115437.1443354626,44.11078755446664
2025-09-16 08:00:00,115402.33546198154,115994.51301149571,115090.0238247234,115795.78237594097,115498.03283817782,115451.20857234413,47.73614833727674
2025-09-16 12:00:00,115909.95804182388,115962.18613391963,115252.31916871812,115345.7791919205,115483.5324909152,115447.07408683733,44.82285276607433
2025-09-16 16:00:00,115310.90202969933,115517.28022800494,114866.25847651056,115517.28022800494,115486.74656111424,115449.82726884387,46.665399513746046
2025-09-16 20:00:00,115918.68063027997,116830.4476221626,115708.84853848084,116804.43867134044,115612.24104780244,115502.94928462808,58.76430578216664
2025-09-17 00:00:00,116812.5666454152,116970.37093990724,116652.07183235008,116762.8496864193,115721.8228229088,115552.35714352183,64.8153173313992
2025-09-17 04:00:00,116797.00205991932,116962.49877470176,116477.35052447996,116477.35052447996,115793.77784210606,115588.6313937555,58.48645928469151
2025-09-17 08:00:00,116423.14743464271,117292.34867060978,116208.2220527378,117225.48665434265,115930.13106231908,115652.82179613148,67.16643054947968
2025-09-17 12:00:00,117092.94134121855,117128.89602893054,116314.33232333156,116316.5411683668,115966.9320247998,115678.85000680738,56.3334538551415
2025-09-17 16:00:00,116279.78693685924,116494.18274511347,115569.6246175847,115855.43241505956,115956.31301434836,115685.774807131,50.498300577675614
2025-09-17 20:00:00,115894.70808566172,116098.58397289428,114939.55129683828,115730.64344711408,115934.82067461176,115687.53436164014,55.49612995776675
2025-09-18 00:00:00,115721.45993062394,116969.14381375488,115437.71465115732,116455.9464822532,115984.45170391096,115717.66817029164,63.3652858356968
2025-09-18 04:00:00,116430.93170207892,117814.7551820722,116188.1017675136,117742.9800598527,116151.93059495302,115797.0921659607,67.54451571871842
2025-09-18 08:00:00,117700.00772738695,117708.66155822872,116954.91683380184,117100.80353259912,116242.2994461574,115848.2181019073,61.30909561260231
2025-09-18 12:00:00,117093.14338344571,117350.12449269068,117048.62800407132,117079.78574341848,116322.06004589656,115896.51487216265,61.13065516090834
2025-09-18 16:00:00,117085.66810721307,117829.70488945684,117043.38761708813,117622.40124009251,116445.9020643914,115964.19669051284,61.86597476762493
2025-09-18 20:00:00,117676.42476236634,117887.54701094385,117452.49288739264,117452.49288739264,116541.7678570582,116022.56124725324,64.20234387891813
2025-09-19 00:00:00,117479.65470626247,117686.77638690003,116774.29598692343,117145.49508952006,116599.26568872124,116066.5978685186,60.77962670944945
2025-09-19 04:00:00,117169.11793707692,117462.09677147852,116941.48651473096,117001.29549547187,116637.5542417451,116103.25267741874,51.53570764718922
2025-09-19 08:00:00,116968.56097925876,117097.77467542836,116714.41621297503,116957.28476639972,116668.00476790268,116136.74413188858,51.51624237390313
2025-09-19 12:00:00,116931.7715729343,117112.2835226415,116348.99101665273,116402.8979614958,116642.75650062584,116147.18153697124,49.44277280985609
2025-09-19 16:00:00,116448.66530907164,116540.59432018196,115545.85271858936,115878.00260750824,116569.9227965194,116136.6255005217,39.56633865427991
2025-09-19 20:00:00,115870.78418814256,116140.503905677,115201.35627443693,115201.35627443693,116439.58312774965,116099.94827596936,41.04281983976045
2025-09-20 00:00:00,115157.37841901268,115666.60927839148,115157.37841901268,115655.81046441344,116364.93811219382,116082.53110688874,48.3949179728474
2025-09-20 04:00:00,115656.94582205842,115762.14067344108,115464.02748572774,115464.02748572774,116279.13710014944,116058.27606292164,47.87909480766292
2025-09-20 08:00:00,115489.18449916205,115984.62721431848,115481.67894199865,115984.62721431848,116251.08853959411,116055.38787278035,46.12448146991655
2025-09-20 12:00:00,115993.96111498815,115993.96111498815,115708.58061477398,115934.99104542725,116220.98401634012,116050.66642857045,31.335260875161808
2025-09-20 16:00:00,115978.62646442276,116154.28370765276,115860.61865926684,116010.74374658204,116200.96113350602,116049.10083319836,37.25643852161343
2025-09-20 20:00:00,116033.32309904274,116083.28865351612,115743.58879953183,115745.5047179745,116157.58433202685,116037.19510318956,35.24392768135186
2025-09-21 00:00:00,115743.81493180516,115955.00107224008,115668.04094935874,115715.51536781772,116115.48252591168,116024.58021160636,26.214465575157604
2025-09-21 04:00:00,115722.89635080755,115767.54450911692,115527.29372661826,115688.38578950492,116074.8066462539,116011.396116622,27.18268596862157
2025-09-21 08:00:00,115702.14940465352,115849.67417839605,115538.73145938572,115849.67417839605,116053.36545883886,116005.05407982884,32.583103435953575
2025-09-21 12:00:00,115858.2319906821,115858.2319906821,115426.3585861164,115675.79409212344,116017.40628105644,115992.14192344825,32.32519353358886
2025-09-21 16:00:00,115679.73282081564,115796.38066795137,115529.3556956072,115577.97411519448,115975.5555985934,115975.90004861474,31.86787946886289
2025-09-21 20:00:00,115592.21690279664,115674.35479430552,115308.89906286517,115529.53480550792,115933.07742782336,115958.39552927722,36.75740602028599
2025-09-22 00:00:00,115524.70395603824,115584.69105357188,115256.63737284324,115304.47999407037,115873.21100556116,115932.75178279851,40.43399611471773
2025-09-22 04:00:00,115255.84820116172,115393.87103869511,114268.990546202,114642.77606488718,115756.02672549698,115882.16449974316,40.6365531522439
2025-09-22 08:00:00,114693.64173814096,114693.64173814096,112593.11021618362,112593.11021618362,115454.79658175285,115753.18197881924,16.54966833826586
2025-09-22 12:00:00,112586.481081701,112977.55452302394,112292.77526669909,112879.16460537122,115209.49829828792,115640.47541515462,22.33815552587143
2025-09-22 16:00:00,112855.3468027854,113383.62944024224,112603.67175474312,112884.4725814408,114988.06727763584,115532.39687265604,12.711290440764117
2025-09-22 20:00:00,112844.88434086934,112871.16538905133,112154.7606646132,112285.1442038168,114730.6460325102,115405.05363074076,11.22673311276084
2025-09-23 00:00:00,112176.15576810564,112958.874019182,112103.37597690588,112696.74101711863,114536.9407929491,115298.84529295166,17.139274833569104
2025-09-23 04:00:00,112692.49699542264,112818.11517085948,111643.78861462348,112471.83246352502,114340.26380919442,115187.98204473886,17.277461951597928
2025-09-23 08:00:00,112382.88583906196,113095.4803826936,112046.55907442723,113095.4803826936,114221.71300667054,115105.9231560312,26.58938104383745
2025-09-23 12:00:00,113180.52746950983,113300.63613915812,112772.67233081492,113006.44245861792,114105.97295447506,115023.59057966204,26.29843337701564
2025-09-23 16:00:00,113025.59738810662,113176.1321817256,112591.67470897648,112901.07108054956,113991.22039505358,114940.35452087333,23.681727344336537
2025-09-23 20:00:00,112925.4938833254,112925.4938833254,111616.2219234726,111616.2219234726,113765.0300644268,114809.9963797988,19.762391140899453
2025-09-24 00:00:00,111658.22948842608,112217.98822661632,111581.61634325636,112022.16587861197,113599.04299911112,114700.66969347774,24.677014352747463
2025-09-24 04:00:00,112002.46136592983,112494.86586145835,111773.89691350205,111793.9301907676,113427.1274935546,114586.67990905774,24.06084736017204
2025-09-24 08:00:00,111715.1749439,112780.4895623448,111368.7964372356,112545.39588682764,113343.1530548187,114506.6295552448,32.14674443790743
2025-09-24 12:00:00,112581.1705426075,113117.74121631864,112433.70371816524,112996.30415372638,113310.11982614324,114447.40110812645,39.047356381964896
2025-09-24 16:00:00,113034.30397858056,113874.18696407136,112937.2519881096,113421.15692141136,113320.69478759736,114407.15623805918,57.027458709241735
2025-09-24 20:00:00,113358.7855735915,113940.91993188608,113288.93266926712,113488.98237747196,113336.72217710922,114371.14941999692,55.37447278971175
2025-09-25 00:00:00,113540.1668515512,113668.2483331047,113248.37160915212,113320.56908541008,113335.1837874236,114329.9501911896,53.736015407553545
2025-09-25 04:00:00,113317.1626894919,113492.3121270221,112349.91743593816,112405.35219304556,113246.62839748284,114254.47575988984,50.97693953430716
2025-09-25 08:00:00,112543.14083268348,112570.0744589918,111518.22800093546,111843.7162406382,113113.01771587858,114159.93617089956,43.23244664127369
2025-09-25 11:00:00,111792.16634981395,111802.87257049851,111624.69568817443,111675.26780951743,111675.26780951743,111675.26780951743,
2025-09-25 11:30:00,111665.26235323388,111665.26235323388,111493.4318391581,111494.4929521045,111658.05115643049,111668.17859942281,
2025-09-25 12:00:00,111789.6494406922,112126.89854367088,111408.5555419248,111431.69376285133,112952.89162511408,114052.94627254477,41.98589698988852
2025-09-25 12:30:00,111363.57708856075,111615.25356443493,111363.57708856075,111510.49713344005,111624.49367361504,111653.0847803093,
2025-09-25 13:00:00,111429.97048830263,111533.87776012631,111243.89261149951,111243.89261149951,111588.24595341356,111637.03802859127,
2025-09-25 13:30:00,111176.52954647053,111641.61698686358,110897.39668496288,111641.61698686358,111593.32890898023,111637.21759558235,
2025-09-25 14:00:00,111617.46152575604,111617.46152575604,110785.70408742987,110949.94303783323,111532.05406410908,111610.26565214121,
2025-09-25 14:30:00,111068.41802779265,111691.36003432292,111068.41802779265,111691.36003432292,111547.2260612723,111613.44582399147,
2025-09-25 15:00:00,111587.79843139015,111694.30684770881,111489.63382985735,111553.17037703995,111547.79218658351,111611.08208097376,
2025-09-25 15:30:00,111506.31601724324,111506.31601724324,111000.58381350324,111000.58381350324,111495.67710343302,111587.14097244552,
2025-09-25 16:00:00,111363.57708856076,111694.3068477088,110785.70408742988,111427.6567474273,112807.63116057248,113949.993742148,35.79322027901364
2025-09-25 16:30:00,111616.10223522935,111689.42657558846,111262.17562042826,111262.17562042826,111467.57770249329,111568.38821582978,
2025-09-25 17:00:00,111169.96425133762,111192.92906669021,111019.29232554356,111019.29232554356,111424.88385706951,111546.8550436617,
2025-09-25 17:30:00,110996.72206213279,110996.72206213279,110062.97171940975,110062.97171940975,111295.17793919715,111488.66354074985,
2025-09-25 18:00:00,109920.8109816851,109920.8109816851,109003.34295214499,109003.34295214499,111076.90794043028,111391.19998825555,27.591892907608454
2025-09-25 18:30:00,108787.16484545876,109632.24649921575,108787.16484545876,109632.24649921575,110939.32113650508,111322.22142005792,35.47409808187298
2025-09-25 19:00:00,109490.81018965515,109705.64931321284,109358.56983206587,109705.64931321284,110821.82858190581,111258.82643547576,36.55873612503404
2025-09-25 19:30:00,109841.62628122163,109899.5512059614,109705.24851589052,109884.04175630724,110732.51555089642,111204.91331080248,37.52772136499508
2025-09-25 20:00:00,111616.10223522937,111689.42657558846,108787.16484545876,109479.26783003664,112490.64417671194,113774.67115735932,27.182698545541143
2025-09-25 20:30:00,109474.07984106091,109474.07984106091,109252.52475530935,109355.2760342366,110493.36028311324,111067.35996235006,32.0952092043087
2025-09-25 21:00:00,109366.3561030542,109366.3561030542,109152.31775985484,109170.43054051316,110367.36697429419,110992.97057325843,34.86265898587297
2025-09-25 21:30:00,109261.11165088275,109627.13927139336,109261.11165088275,109501.4134822418,110284.89521314633,110934.4781383166,29.97289244353705
2025-09-25 22:00:00,109337.189807451,109408.29502885455,109129.60799861954,109408.29502885455,110201.40948130902,110874.62782029848,30.22202901710409
2025-09-25 22:30:00,109442.855410572,109594.09829329628,109385.26881910003,109594.09829329628,110143.5703205459,110824.41097610233,36.08982980955603
2025-09-25 23:00:00,109482.91008890314,109482.91008890314,109339.13076690923,109339.13076690923,110066.95702972336,110766.16469338888,28.616487245899194
2025-09-25 23:30:00,109460.30754163147,109679.6905489754,109384.19501315491,109384.19501315491,110001.93207576446,110711.96980396795,30.286065381338503
2025-09-26 00:00:00,109474.07984106091,109679.6905489754,108961.51607934528,108963.53013595636,112154.72855378284,113585.99896044156,25.812243563842827
2025-09-26 00:30:00,109233.05041611978,109375.77135774199,109233.05041611978,109327.39789603051,109848.2139141737,110591.79547791077,41.54203276667626
2025-09-26 01:00:00,109198.73631090284,109525.72517930143,108954.79345366714,109525.72517930143,109817.50070132872,110549.98879953394,57.49019633079658
2025-09-26 01:30:00,109403.51238310827,109767.03342187424,109403.51238310827,109652.35939397899,109801.77295777161,110514.78764637493,50.336917803077725
2025-09-26 02:00:00,109670.5845847841,109767.56926914291,109638.65406571295,109692.22009852328,109791.33935212891,110482.5300954788,49.772486061131836
2025-09-26 02:30:00,109758.02052579471,109802.49103133571,109624.31023439244,109624.31023439244,109775.4318171064,110448.87441465189,45.42856954731893
2025-09-26 03:00:00,109617.87327914397,109771.57732275232,109617.87327914397,109674.89441830103,109765.85682674398,110418.52225793226,53.93358018051355
2025-09-26 03:30:00,109666.682073901,109666.682073901,109458.58634734727,109458.58634734727,109736.59297156334,110380.87771241911,52.002961639081235
2025-09-26 04:00:00,109389.78914321403,109620.55067002846,109389.78914321403,109620.55067002846,109725.54132379811,110351.0609656587,58.804968039552385
2025-09-26 04:30:00,109611.07066757011,109618.30682292019,109512.34875189804,109611.15555035268,109714.64744061284,110322.04506701925,52.45566226970754
2025-09-26 05:00:00,109458.744100713,109458.744100713,109298.95795298972,109398.5140888838,109684.53950235294,110285.82816591591,49.79224788715028
2025-09-26 05:30:00,109452.48136486937,109585.68703638155,109440.7578244155,109582.24809688826,109674.79746373725,110258.23679065992,49.748074380684656
2025-09-26 06:00:00,109564.548805626,109564.548805626,109177.7335487736,109274.79460916063,109636.70195377758,110219.67043060114,48.66212151152342
2025-09-26 06:30:00,109322.54678336979,109614.48237715247,109228.57055194388,109607.31829758623,109633.90351033078,110195.6566214633,54.144393366782715
2025-09-26 07:00:00,109524.30614673626,109587.39806467155,109410.45725599524,109410.45725599524,109612.62291467977,110164.86448948417,59.05419998674615
2025-09-26 07:30:00,109449.9545826104,109592.92524049235,109449.9545826104,109484.90593270831,109600.45939258725,110138.19944804198,53.61481460136811
2025-09-26 08:00:00,109252.38944866414,109252.38944866414,109024.2145669282,109151.3574078173,109557.6877749901,110099.49976019002,41.91034506912475
2025-09-26 08:30:00,109383.81245480187,109583.89997724131,109383.81245480187,109524.1843359254,109554.49697126966,110076.93837100318,47.49663965089075
2025-09-26 09:00:00,109597.69862888953,109674.2907246099,109573.83893230408,109674.2907246099,109565.90590015921,110061.14826722306,49.664282380407805
2025-09-26 09:30:00,109615.16963283664,109723.36697239139,109599.28707735619,109721.89102625547,109580.7616264541,110047.84406169492,51.84114965331075
2025-09-26 10:00:00,109717.24857958763,109717.24857958763,109510.72851845063,109616.65409512431,109584.17995680365,110030.93465124119,48.92332934482902
2025-09-26 10:30:00,109599.22242380021,109599.22242380021,109117.27085483291,109169.88140812279,109544.72295216739,109997.1678573934,45.081877880353204
